id,aggregateDate,airTemperatureMax,airTemperatureMin,airTemperatureAvg,relativeHumidityMax,relativeHumidityMin,relativeHumidityAvg,insolationAvg,windSpeedMax,windSpeedMin,windSpeedAvg,airPressureMax,airPressureMin,airPressureAvg,precipitationSum
IUNG2,2024-08-16T16:00:00Z,29.4,26.2,27.88,58.6,47.9,53.05,,0.0,0.0,0.0,,,,0.0
IUNG2,2024-08-16T17:00:00Z,25.6,23.1,24.22,72.3,60.7,66.67,,0.0,0.0,0.0,,,,0.0
IUNG2,2024-08-16T18:00:00Z,22.9,21.5,22.13,88.1,73.5,80.13,,0.0,0.0,0.0,,,,0.1
IUNG2,2024-08-16T19:00:00Z,21.3,20.5,20.75,99.9,89.1,95.53,,0.0,0.0,0.0,,,,0.0
IUNG2,2024-08-16T20:00:00Z,20.4,19.5,19.87,99.9,98.9,99.48,,0.0,0.0,0.0,,,,0.0
IUNG2,2024-08-16T21:00:00Z,19.5,19.0,19.33,99.9,99.9,99.9,,0.6,0.0,0.23,,,,0.0
IUNG2,2024-08-16T22:00:00Z,19.0,17.9,18.3,99.9,99.8,99.85,,0.5,0.0,0.1,,,,0.0
IUNG2,2024-08-16T23:00:00Z,18.5,17.9,18.3,99.9,99.8,99.85,,0.9,0.0,0.27,,,,0.0
IUNG2,2024-08-17T00:00:00Z,18.2,17.8,17.94,99.8,99.8,99.8,,1.2,0.0,0.52,,,,0.0
IUNG2,2024-08-17T01:00:00Z,17.8,17.3,17.6,99.8,99.8,99.8,,0.8,0.0,0.4,,,,0.0
IUNG2,2024-08-17T02:00:00Z,17.3,17.0,17.08,99.8,99.8,99.8,,1.0,0.0,0.48,,,,0.0
IUNG2,2024-08-17T03:00:00Z,18.8,17.3,17.8,99.9,99.8,99.85,,1.2,0.1,0.55,,,,0.0
IUNG2,2024-08-17T04:00:00Z,22.2,19.5,21.02,99.8,87.4,93.12,,1.1,0.2,0.68,,,,0.0
IUNG2,2024-08-17T05:00:00Z,24.5,22.6,23.57,81.0,71.3,75.23,,1.4,0.8,1.15,,,,0.0
IUNG2,2024-08-17T06:00:00Z,25.4,25.0,25.3,69.2,67.5,68.33,,2.0,1.2,1.53,,,,0.0
IUNG2,2024-08-17T07:00:00Z,26.6,25.7,26.15,66.8,64.0,65.32,,3.6,2.2,2.82,,,,0.0
IUNG2,2024-08-17T08:00:00Z,26.6,26.1,26.37,65.3,61.1,63.68,,4.6,2.3,3.43,,,,0.0
IUNG2,2024-08-17T09:00:00Z,27.9,25.9,26.4,68.5,60.4,66.38,,3.1,2.5,2.77,,,,0.0
IUNG2,2024-08-17T10:00:00Z,29.4,28.3,28.92,57.7,50.8,53.83,,2.8,1.6,2.22,,,,0.0
IUNG2,2024-08-17T11:00:00Z,27.8,27.0,27.35,58.7,54.9,57.27,,4.3,3.1,3.53,,,,0.0
IUNG2,2024-08-17T12:00:00Z,29.6,27.8,28.77,56.0,49.3,51.85,,2.6,0.9,1.92,,,,0.0
IUNG2,2024-08-17T13:00:00Z,29.8,29.4,29.63,47.8,44.8,46.15,,1.7,1.0,1.32,,,,0.0
IUNG2,2024-08-17T14:00:00Z,28.8,28.2,28.35,54.0,51.0,52.9,,1.6,1.2,1.45,,,,0.0
IUNG2,2024-08-17T15:00:00Z,28.2,27.3,27.83,58.9,51.2,54.98,,1.4,0.2,0.95,,,,0.0
IUNG2,2024-08-17T16:00:00Z,26.8,25.2,25.94,64.4,60.2,61.72,,0.7,0.0,0.22,,,,0.0
IUNG2,2024-08-17T17:00:00Z,24.4,22.5,23.17,79.4,68.6,76.77,,0.4,0.0,0.1,,,,0.0
IUNG2,2024-08-17T18:00:00Z,22.6,21.3,22.07,92.4,77.9,82.93,,1.9,0.2,1.12,,,,0.0
IUNG2,2024-08-17T19:00:00Z,23.3,22.4,22.78,78.0,73.5,75.83,,2.2,1.2,1.67,,,,0.0
IUNG2,2024-08-17T20:00:00Z,22.4,20.2,21.38,85.6,76.0,80.0,,1.5,0.9,1.23,,,,0.0
IUNG2,2024-08-17T21:00:00Z,20.2,19.1,19.47,99.9,86.8,94.75,,1.4,0.4,0.85,,,,0.0
IUNG2,2024-08-17T22:00:00Z,19.3,18.9,19.13,99.9,99.9,99.9,,1.1,0.5,0.82,,,,0.0
IUNG2,2024-08-17T23:00:00Z,19.5,19.1,19.35,99.9,99.9,99.9,,1.4,0.6,0.92,,,,0.0
IUNG2,2024-08-18T00:00:00Z,19.4,19.3,19.37,99.9,99.9,99.9,,0.9,0.0,0.35,,,,0.0
IUNG2,2024-08-18T01:00:00Z,19.6,19.3,19.47,99.9,99.9,99.9,,0.6,0.0,0.22,,,,0.0
IUNG2,2024-08-18T02:00:00Z,20.1,19.5,19.85,99.9,99.9,99.9,,1.5,0.7,1.08,,,,0.0
IUNG2,2024-08-18T03:00:00Z,20.7,19.9,20.32,99.9,99.2,99.77,,1.2,0.2,0.82,,,,0.0
IUNG2,2024-08-18T04:00:00Z,22.1,20.9,21.48,98.1,93.2,95.23,,1.8,0.3,1.03,,,,0.0
IUNG2,2024-08-18T05:00:00Z,22.8,22.2,22.45,92.1,89.2,90.75,,0.7,0.2,0.5,,,,0.0
IUNG2,2024-08-18T06:00:00Z,24.0,23.1,23.68,86.5,73.3,78.75,,0.7,0.3,0.45,,,,0.0
IUNG2,2024-08-18T07:00:00Z,24.4,24.0,24.13,74.6,72.5,73.1,,1.2,0.8,1.0,,,,0.0
IUNG2,2024-08-18T08:00:00Z,25.6,24.6,25.12,72.1,66.8,69.43,,1.9,0.6,1.43,,,,0.0
IUNG2,2024-08-18T09:00:00Z,26.9,26.6,26.82,62.8,60.1,62.03,,2.8,1.5,2.35,,,,0.0
IUNG2,2024-08-18T10:00:00Z,27.9,26.7,27.45,62.3,56.3,58.8,,2.8,1.8,2.22,,,,0.0
IUNG2,2024-08-18T11:00:00Z,28.8,28.3,28.52,54.7,53.2,53.97,,2.1,1.0,1.57,,,,0.0
IUNG2,2024-08-18T12:00:00Z,29.8,29.2,29.37,50.3,48.9,49.9,,2.4,1.7,2.1,,,,0.0
IUNG2,2024-08-18T13:00:00Z,29.7,29.4,29.58,50.4,47.9,49.53,,2.8,2.3,2.45,,,,0.0
IUNG2,2024-08-18T14:00:00Z,29.8,29.3,29.52,52.3,48.1,49.97,,2.1,0.6,1.45,,,,0.0
IUNG2,2024-08-18T15:00:00Z,29.9,28.3,29.12,57.0,47.9,51.77,,1.2,0.0,0.52,,,,0.0
IUNG2,2024-08-18T16:00:00Z,27.3,25.7,26.35,66.2,61.4,63.6,,1.1,0.0,0.45,,,,0.0
IUNG2,2024-08-18T17:00:00Z,25.1,24.2,24.63,77.0,67.1,72.22,,0.1,0.0,0.02,,,,0.0
IUNG2,2024-08-18T18:00:00Z,24.0,22.7,23.38,84.3,73.8,78.17,,0.0,0.0,0.0,,,,0.0
IUNG2,2024-08-18T19:00:00Z,22.3,21.0,21.68,99.9,84.0,94.58,,0.5,0.0,0.15,,,,0.0
IUNG2,2024-08-18T20:00:00Z,21.2,20.6,20.83,99.9,99.8,99.88,,0.9,0.3,0.65,,,,0.0
IUNG2,2024-08-18T21:00:00Z,20.7,19.7,20.3,99.9,99.0,99.75,,0.5,0.0,0.28,,,,0.0
IUNG2,2024-08-18T22:00:00Z,20.4,19.9,20.1,99.9,99.9,99.9,,1.5,0.3,0.9,,,,0.0
IUNG2,2024-08-18T23:00:00Z,20.3,18.5,19.13,99.9,99.9,99.9,,0.7,0.0,0.28,,,,0.0
IUNG2,2024-08-19T00:00:00Z,19.3,18.3,18.98,99.9,99.9,99.9,,1.1,0.0,0.55,,,,0.0
IUNG2,2024-08-19T01:00:00Z,18.8,17.8,18.45,99.9,99.9,99.9,,1.3,0.1,0.67,,,,0.0
IUNG2,2024-08-19T02:00:00Z,18.9,17.9,18.55,99.9,99.8,99.88,,0.9,0.0,0.38,,,,0.0
IUNG2,2024-08-19T03:00:00Z,19.5,18.3,18.77,99.9,99.9,99.9,,0.6,0.0,0.25,,,,0.0
IUNG2,2024-08-19T04:00:00Z,22.5,20.1,21.18,99.9,89.1,96.98,,0.8,0.0,0.43,,,,0.0
IUNG2,2024-08-19T05:00:00Z,24.1,22.9,23.62,86.2,69.2,75.55,,2.8,1.8,2.25,,,,0.0
IUNG2,2024-08-19T06:00:00Z,24.8,23.9,24.22,74.1,66.6,69.43,,2.8,1.9,2.32,,,,0.0
IUNG2,2024-08-19T07:00:00Z,26.6,25.0,25.88,65.5,60.5,62.88,,3.0,2.2,2.48,,,,0.0
IUNG2,2024-08-19T08:00:00Z,27.7,27.1,27.33,59.4,56.6,58.47,,3.2,2.6,2.88,,,,0.0
IUNG2,2024-08-19T09:00:00Z,28.6,27.6,27.9,56.6,55.7,56.23,,3.3,2.7,3.02,,,,0.0
IUNG2,2024-08-19T10:00:00Z,29.1,28.6,28.97,55.6,54.7,55.0,,3.6,2.7,3.07,,,,0.0
IUNG2,2024-08-19T11:00:00Z,29.0,28.1,28.53,60.7,54.6,57.58,,4.6,2.6,3.53,,,,0.0
IUNG2,2024-08-19T12:00:00Z,29.1,27.9,28.6,60.6,53.1,56.72,,4.1,3.3,3.63,,,,0.0
IUNG2,2024-08-19T13:00:00Z,29.3,27.9,28.7,58.0,50.9,53.67,,4.2,3.5,3.85,,,,0.0
IUNG2,2024-08-19T14:00:00Z,27.7,26.7,27.28,61.9,59.7,60.57,,5.0,3.8,4.52,,,,0.0
IUNG2,2024-08-19T15:00:00Z,26.6,24.6,25.88,67.0,61.0,63.08,,4.9,3.7,4.32,,,,0.0
IUNG2,2024-08-19T16:00:00Z,24.1,22.2,23.2,74.1,68.1,70.57,,4.9,3.7,4.38,,,,0.0
IUNG2,2024-08-19T17:00:00Z,21.9,21.1,21.47,77.3,75.2,75.88,,3.2,2.6,2.9,,,,0.0
IUNG2,2024-08-19T18:00:00Z,20.9,20.6,20.73,81.4,78.8,80.7,,3.4,2.5,2.97,,,,0.0
IUNG2,2024-08-19T19:00:00Z,20.8,20.6,20.67,86.2,82.1,84.5,,3.4,2.2,2.78,,,,0.0
IUNG2,2024-08-19T20:00:00Z,20.5,20.3,20.42,91.1,86.6,88.75,,2.9,1.9,2.47,,,,0.0
IUNG2,2024-08-19T21:00:00Z,20.3,19.9,20.07,99.9,92.4,97.38,,3.2,1.9,2.7,,,,0.0
IUNG2,2024-08-19T22:00:00Z,19.9,19.8,19.82,99.9,99.9,99.9,,2.5,2.0,2.28,,,,0.0
IUNG2,2024-08-19T23:00:00Z,19.7,19.6,19.68,99.9,95.6,97.33,,2.8,2.3,2.58,,,,0.0
IUNG2,2024-08-20T00:00:00Z,19.3,18.6,18.9,99.9,97.7,99.52,,3.4,2.3,2.73,,,,0.0
IUNG2,2024-08-20T01:00:00Z,18.7,18.6,18.67,99.9,99.8,99.88,,2.6,1.8,2.15,,,,0.0
IUNG2,2024-08-20T02:00:00Z,18.7,18.2,18.52,99.9,99.8,99.88,,2.9,2.0,2.4,,,,0.0
IUNG2,2024-08-20T03:00:00Z,18.2,18.0,18.12,99.9,99.8,99.85,,2.8,2.0,2.38,,,,0.0
IUNG2,2024-08-20T04:00:00Z,18.2,17.8,17.98,99.9,98.9,99.47,,3.0,2.2,2.68,,,,0.0
IUNG2,2024-08-20T05:00:00Z,18.7,18.2,18.55,97.8,92.5,94.08,,2.9,2.3,2.58,,,,0.0
IUNG2,2024-08-20T06:00:00Z,19.2,18.7,18.93,92.5,81.2,86.88,,3.0,2.5,2.72,,,,0.0
IUNG2,2024-08-20T07:00:00Z,20.0,19.2,19.68,81.2,77.3,78.95,,2.9,2.1,2.47,,,,0.0
IUNG2,2024-08-20T08:00:00Z,21.1,20.1,20.6,77.8,74.8,76.07,,2.2,1.6,1.93,,,,0.0
IUNG2,2024-08-20T09:00:00Z,22.2,21.0,21.58,74.5,71.0,73.05,,2.2,1.1,1.68,,,,0.0
IUNG2,2024-08-20T10:00:00Z,23.0,22.4,22.67,70.8,69.3,70.18,,2.1,1.5,1.78,,,,0.0
IUNG2,2024-08-20T11:00:00Z,23.2,22.7,23.04,70.5,69.1,69.76,,1.7,0.9,1.25,,,,0.0
IUNG2,2024-08-20T12:00:00Z,23.7,23.4,23.53,68.8,67.3,68.07,,1.7,0.8,1.18,,,,0.0
IUNG2,2024-08-20T13:00:00Z,24.2,23.4,23.77,68.7,66.6,67.98,,1.4,0.2,0.77,,,,0.0
IUNG2,2024-08-20T14:00:00Z,24.1,23.6,23.83,68.6,65.9,66.92,,1.7,0.6,1.17,,,,0.0
IUNG2,2024-08-20T15:00:00Z,23.8,22.9,23.3,71.0,66.4,68.95,,1.6,0.7,1.02,,,,0.0
IUNG2,2024-08-20T16:00:00Z,22.8,22.3,22.55,75.5,72.0,73.43,,0.9,0.4,0.7,,,,0.0
IUNG2,2024-08-20T17:00:00Z,22.1,21.5,21.87,78.7,75.7,77.07,,0.8,0.3,0.55,,,,0.0
IUNG2,2024-08-20T18:00:00Z,21.2,20.0,20.65,86.2,80.2,83.22,,0.6,0.0,0.47,,,,0.0
IUNG2,2024-08-20T19:00:00Z,19.9,18.6,19.2,99.9,88.8,95.82,,0.1,0.0,0.02,,,,0.0
IUNG2,2024-08-20T20:00:00Z,18.6,17.7,18.18,99.9,99.8,99.83,,0.4,0.0,0.08,,,,0.0
IUNG2,2024-08-20T21:00:00Z,17.8,17.2,17.45,99.8,99.8,99.8,,0.5,0.0,0.12,,,,0.0
IUNG2,2024-08-20T22:00:00Z,16.8,16.3,16.5,99.8,99.8,99.8,,0.2,0.0,0.12,,,,0.0
IUNG2,2024-08-20T23:00:00Z,16.6,16.2,16.36,99.8,99.8,99.8,,0.9,0.0,0.3,,,,0.0
IUNG2,2024-08-21T00:00:00Z,16.1,15.5,15.86,99.8,99.8,99.8,,1.0,0.0,0.32,,,,0.0
IUNG2,2024-08-21T01:00:00Z,16.3,15.5,15.93,99.8,99.8,99.8,,1.3,0.1,0.65,,,,0.0
IUNG2,2024-08-21T02:00:00Z,16.4,15.9,16.07,99.8,99.8,99.8,,0.9,0.0,0.3,,,,0.0
IUNG2,2024-08-21T03:00:00Z,17.7,16.6,17.18,99.9,99.8,99.82,,0.3,0.1,0.22,,,,0.0
IUNG2,2024-08-21T04:00:00Z,19.3,17.9,18.58,99.9,99.8,99.87,,1.3,0.7,0.97,,,,0.0
IUNG2,2024-08-21T05:00:00Z,21.1,19.6,20.38,99.9,92.4,96.63,,1.6,0.7,1.13,,,,0.0
IUNG2,2024-08-21T06:00:00Z,22.9,21.4,22.07,90.5,81.2,85.82,,2.1,1.4,1.77,,,,0.0
IUNG2,2024-08-21T07:00:00Z,24.9,23.2,24.1,79.9,68.7,72.97,,1.5,0.9,1.22,,,,0.0
IUNG2,2024-08-21T08:00:00Z,26.3,24.7,25.33,69.0,63.6,66.25,,1.3,0.8,1.1,,,,0.0
IUNG2,2024-08-21T09:00:00Z,29.0,26.5,27.73,62.4,55.5,59.25,,2.8,1.1,1.67,,,,0.0
IUNG2,2024-08-21T10:00:00Z,29.3,28.6,29.0,56.3,54.4,55.42,,4.1,2.5,3.23,,,,0.0
IUNG2,2024-08-21T11:00:00Z,28.5,26.5,27.68,62.2,55.9,58.27,,6.0,4.0,5.12,,,,0.0
IUNG2,2024-08-21T12:00:00Z,25.5,20.8,22.97,88.0,64.7,74.9,,7.0,4.5,5.78,,,,0.0
IUNG2,2024-08-21T13:00:00Z,20.8,20.2,20.48,99.9,88.4,96.23,,4.6,2.2,2.93,,,,0.0
IUNG2,2024-08-21T14:00:00Z,20.1,19.9,19.97,99.9,99.9,99.9,,2.6,2.3,2.45,,,,0.0
IUNG2,2024-08-21T15:00:00Z,19.9,19.8,19.87,99.9,99.9,99.9,,2.1,1.7,1.93,,,,0.1
IUNG2,2024-08-21T16:00:00Z,19.8,19.6,19.75,99.9,99.9,99.9,,2.0,1.6,1.82,,,,0.0
IUNG2,2024-08-21T17:00:00Z,19.5,18.8,19.15,99.9,99.9,99.9,,1.8,1.3,1.48,,,,0.0
IUNG2,2024-08-21T18:00:00Z,18.8,18.6,18.68,99.9,99.8,99.88,,1.7,1.4,1.54,,,,0.0
IUNG2,2024-08-21T19:00:00Z,18.6,18.1,18.35,99.9,99.8,99.88,,1.9,0.9,1.28,,,,0.0
IUNG2,2024-08-21T20:00:00Z,19.4,18.6,19.05,99.9,84.5,89.93,,3.3,2.2,2.83,,,,0.0
IUNG2,2024-08-21T21:00:00Z,18.6,17.3,17.92,88.2,86.4,87.63,,2.3,1.7,2.08,,,,0.0
IUNG2,2024-08-21T22:00:00Z,17.1,16.0,16.5,94.9,88.2,91.7,,2.3,1.2,1.67,,,,0.0
IUNG2,2024-08-21T23:00:00Z,16.0,15.3,15.72,98.5,93.8,95.78,,1.7,0.9,1.37,,,,0.0
IUNG2,2024-08-22T00:00:00Z,15.5,14.8,15.13,99.8,96.6,98.93,,1.7,1.0,1.3,,,,0.0
IUNG2,2024-08-22T01:00:00Z,14.8,13.3,14.02,99.8,98.0,99.38,,1.7,0.7,1.1,,,,0.0
IUNG2,2024-08-22T02:00:00Z,13.5,13.1,13.27,99.8,99.8,99.8,,1.2,0.0,0.63,,,,0.0
IUNG2,2024-08-22T03:00:00Z,14.3,12.9,13.45,99.8,99.8,99.8,,1.5,0.6,0.9,,,,0.0
IUNG2,2024-08-22T04:00:00Z,15.6,14.5,15.15,97.0,85.8,90.33,,1.4,0.7,1.0,,,,0.0
IUNG2,2024-08-22T05:00:00Z,16.0,15.7,15.82,96.2,87.1,92.56,,1.9,0.4,1.07,,,,0.0
IUNG2,2024-08-22T06:00:00Z,16.9,16.3,16.58,95.3,79.0,87.14,,2.0,1.7,1.9,,,,0.0
IUNG2,2024-08-22T07:00:00Z,17.6,17.0,17.25,78.3,69.9,73.32,,2.4,1.8,2.08,,,,0.0
IUNG2,2024-08-22T08:00:00Z,19.2,17.9,18.6,70.5,66.4,68.73,,2.1,1.4,1.67,,,,0.0
IUNG2,2024-08-22T09:00:00Z,19.7,19.2,19.47,65.9,59.5,62.53,,2.2,1.9,2.05,,,,0.0
IUNG2,2024-08-22T10:00:00Z,20.5,19.8,20.17,56.7,49.0,54.08,,1.7,1.3,1.52,,,,0.0
IUNG2,2024-08-22T11:00:00Z,20.9,20.5,20.68,54.3,50.5,52.07,,2.6,1.4,2.0,,,,0.1
IUNG2,2024-08-22T12:00:00Z,21.7,21.0,21.33,50.4,47.7,49.02,,2.5,0.9,1.88,,,,0.0
IUNG2,2024-08-22T13:00:00Z,21.8,21.1,21.56,48.5,45.8,47.54,,2.8,0.9,1.9,,,,0.0
IUNG2,2024-08-22T14:00:00Z,21.3,21.1,21.22,47.4,44.2,45.97,,1.7,0.7,1.27,,,,0.0
IUNG2,2024-08-22T15:00:00Z,21.1,19.5,20.43,62.3,47.0,55.82,,0.6,0.0,0.15,,,,0.0
IUNG2,2024-08-22T16:00:00Z,19.2,17.8,18.57,76.2,66.0,71.65,,0.5,0.0,0.23,,,,0.0
IUNG2,2024-08-22T17:00:00Z,17.9,16.9,17.52,84.1,73.6,77.17,,0.9,0.0,0.4,,,,0.0
IUNG2,2024-08-22T18:00:00Z,16.9,15.9,16.28,97.4,78.4,84.62,,0.0,0.0,0.0,,,,0.0
IUNG2,2024-08-22T19:00:00Z,15.6,14.3,14.95,99.8,82.7,92.22,,0.0,0.0,0.0,,,,0.0
IUNG2,2024-08-22T20:00:00Z,14.2,13.6,13.88,99.8,99.8,99.8,,0.0,0.0,0.0,,,,0.0
IUNG2,2024-08-22T21:00:00Z,13.6,12.5,13.02,99.8,99.8,99.8,,0.4,0.0,0.22,,,,0.0
IUNG2,2024-08-22T22:00:00Z,12.7,12.4,12.58,99.8,99.8,99.8,,0.5,0.0,0.1,,,,0.0
IUNG2,2024-08-22T23:00:00Z,12.3,12.0,12.18,99.8,99.8,99.8,,0.7,0.0,0.38,,,,0.0
IUNG2,2024-08-23T00:00:00Z,11.9,10.7,11.25,99.8,99.8,99.8,,0.6,0.0,0.17,,,,0.0
IUNG2,2024-08-23T01:00:00Z,11.5,11.0,11.27,99.8,99.8,99.8,,0.1,0.0,0.03,,,,0.0
IUNG2,2024-08-23T02:00:00Z,11.0,10.0,10.48,99.8,99.8,99.8,,0.6,0.0,0.17,,,,0.0
IUNG2,2024-08-23T03:00:00Z,12.0,10.3,11.0,99.8,99.8,99.8,,0.5,0.0,0.13,,,,0.0
IUNG2,2024-08-23T04:00:00Z,13.6,12.2,12.77,99.8,99.8,99.8,,1.2,0.0,0.68,,,,0.0
IUNG2,2024-08-23T05:00:00Z,16.7,14.1,15.43,99.7,83.6,90.93,,1.2,0.6,0.87,,,,0.0
IUNG2,2024-08-23T06:00:00Z,19.1,17.3,18.0,78.7,67.3,72.47,,1.3,1.0,1.15,,,,0.0
IUNG2,2024-08-23T07:00:00Z,21.4,19.5,20.5,65.0,56.0,60.28,,1.7,1.1,1.4,,,,0.0
IUNG2,2024-08-23T08:00:00Z,23.6,22.0,22.92,53.4,48.7,50.88,,2.4,1.1,1.73,,,,0.0
IUNG2,2024-08-23T09:00:00Z,24.5,24.0,24.27,45.9,40.4,41.98,,3.1,2.1,2.62,,,,0.0
IUNG2,2024-08-23T10:00:00Z,25.2,24.4,24.78,43.0,40.8,41.73,,2.5,1.3,1.95,,,,0.0
IUNG2,2024-08-23T11:00:00Z,25.9,25.4,25.58,42.2,41.3,41.68,,2.2,1.4,1.83,,,,0.0
IUNG2,2024-08-23T12:00:00Z,26.7,26.0,26.48,41.8,40.6,41.08,,3.5,1.7,2.33,,,,0.1
IUNG2,2024-08-23T13:00:00Z,26.9,26.6,26.75,42.5,40.7,41.52,,2.9,2.1,2.4,,,,0.0
IUNG2,2024-08-23T14:00:00Z,27.1,26.8,26.88,43.2,42.3,42.82,,2.5,1.3,1.9,,,,0.0
IUNG2,2024-08-23T15:00:00Z,27.0,25.9,26.37,53.8,42.7,48.02,,1.3,0.0,0.7,,,,0.0
IUNG2,2024-08-23T16:00:00Z,25.1,21.8,23.55,68.2,54.5,59.98,,1.0,0.2,0.67,,,,0.0
IUNG2,2024-08-23T17:00:00Z,21.3,20.2,20.63,75.3,69.8,72.77,,0.8,0.0,0.47,,,,0.0
IUNG2,2024-08-23T18:00:00Z,20.8,19.7,20.18,78.9,69.9,73.78,,1.2,0.8,0.98,,,,0.0
IUNG2,2024-08-23T19:00:00Z,20.2,17.8,19.02,87.2,72.5,79.58,,1.2,0.3,0.77,,,,0.0
IUNG2,2024-08-23T20:00:00Z,17.4,16.7,17.07,99.3,91.3,96.15,,0.7,0.0,0.22,,,,0.0
IUNG2,2024-08-23T21:00:00Z,17.2,16.1,16.5,99.8,93.5,98.7,,0.8,0.0,0.28,,,,0.0
IUNG2,2024-08-23T22:00:00Z,16.6,15.4,15.88,99.8,99.8,99.8,,0.9,0.0,0.6,,,,0.0
IUNG2,2024-08-23T23:00:00Z,15.7,13.8,15.08,99.8,99.8,99.8,,0.5,0.0,0.25,,,,0.0
IUNG2,2024-08-24T00:00:00Z,14.9,13.9,14.37,99.8,99.8,99.8,,0.7,0.0,0.32,,,,0.0
IUNG2,2024-08-24T01:00:00Z,14.1,13.3,13.52,99.8,99.8,99.8,,0.3,0.0,0.1,,,,0.0
IUNG2,2024-08-24T02:00:00Z,13.3,12.8,13.03,99.8,99.8,99.8,,0.2,0.0,0.05,,,,0.0
IUNG2,2024-08-24T03:00:00Z,13.9,12.5,12.92,99.8,99.8,99.8,,0.2,0.0,0.08,,,,0.0
IUNG2,2024-08-24T04:00:00Z,17.4,14.4,15.97,99.9,94.5,98.97,,0.1,0.0,0.02,,,,0.0
IUNG2,2024-08-24T05:00:00Z,20.7,17.8,19.3,90.1,71.7,81.87,,0.9,0.0,0.37,,,,0.0
IUNG2,2024-08-24T06:00:00Z,23.3,21.2,22.33,70.5,63.5,65.85,,1.1,0.7,0.88,,,,0.0
IUNG2,2024-08-24T07:00:00Z,25.7,23.7,24.82,62.0,55.6,59.37,,1.5,0.8,1.2,,,,0.0
IUNG2,2024-08-24T08:00:00Z,28.1,26.4,27.42,53.0,46.8,49.95,,1.5,0.7,0.9,,,,0.0
IUNG2,2024-08-24T09:00:00Z,29.3,28.6,28.95,44.9,41.4,42.9,,1.8,1.3,1.62,,,,0.0
IUNG2,2024-08-24T10:00:00Z,30.4,29.6,30.07,42.7,41.2,42.12,,2.4,1.6,1.92,,,,0.0
IUNG2,2024-08-24T11:00:00Z,30.8,30.4,30.63,43.0,41.5,42.38,,2.1,1.5,1.72,,,,0.0
IUNG2,2024-08-24T12:00:00Z,31.7,31.0,31.32,41.7,38.7,40.15,,2.3,1.7,1.92,,,,0.0
IUNG2,2024-08-24T13:00:00Z,31.6,31.4,31.5,40.1,39.6,39.78,,2.1,1.4,1.82,,,,0.0
IUNG2,2024-08-24T14:00:00Z,31.6,30.5,31.32,45.1,39.5,41.1,,2.0,0.5,1.3,,,,0.0
IUNG2,2024-08-24T15:00:00Z,30.8,29.3,30.27,51.6,45.2,47.45,,1.4,0.6,0.98,,,,0.0
IUNG2,2024-08-24T16:00:00Z,28.9,26.9,27.78,58.2,52.7,55.83,,1.3,1.1,1.23,,,,0.0
IUNG2,2024-08-24T17:00:00Z,26.6,24.8,25.4,66.0,58.5,63.27,,1.3,0.9,1.1,,,,0.0
IUNG2,2024-08-24T18:00:00Z,23.9,21.9,23.02,79.2,70.4,73.18,,1.1,0.7,0.88,,,,0.0
IUNG2,2024-08-24T19:00:00Z,22.5,21.7,22.05,77.3,74.2,76.0,,1.5,1.2,1.35,,,,0.0
IUNG2,2024-08-24T20:00:00Z,21.6,20.6,21.05,80.9,77.2,79.07,,1.6,1.1,1.33,,,,0.0
IUNG2,2024-08-24T21:00:00Z,20.5,19.9,20.2,84.2,80.9,82.67,,1.5,1.2,1.37,,,,0.0
IUNG2,2024-08-24T22:00:00Z,19.7,19.2,19.38,89.0,85.3,87.77,,1.8,1.0,1.45,,,,0.1
IUNG2,2024-08-24T23:00:00Z,19.1,17.7,18.48,99.8,90.1,95.53,,1.6,0.7,1.1,,,,0.0
IUNG2,2024-08-25T00:00:00Z,17.6,17.1,17.38,99.8,99.8,99.8,,1.1,0.7,0.9,,,,0.0
IUNG2,2024-08-25T01:00:00Z,17.2,16.9,17.07,99.8,99.8,99.8,,1.5,0.9,1.22,,,,0.0
IUNG2,2024-08-25T02:00:00Z,17.0,16.4,16.62,99.8,99.8,99.8,,0.9,0.0,0.52,,,,0.0
IUNG2,2024-08-25T03:00:00Z,17.9,16.2,16.88,99.8,99.8,99.8,,1.9,0.2,0.87,,,,0.0
IUNG2,2024-08-25T04:00:00Z,20.8,18.5,19.63,97.4,86.8,92.2,,1.3,0.7,0.98,,,,0.0
IUNG2,2024-08-25T05:00:00Z,22.9,20.9,22.0,84.9,68.9,74.47,,1.4,1.0,1.2,,,,0.0
IUNG2,2024-08-25T06:00:00Z,25.4,23.3,24.35,67.4,61.5,64.77,,1.7,1.5,1.58,,,,0.0
IUNG2,2024-08-25T07:00:00Z,28.1,25.7,26.9,61.2,55.2,58.1,,1.7,1.3,1.43,,,,0.0
IUNG2,2024-08-25T08:00:00Z,31.0,28.6,29.83,54.3,47.0,50.63,,1.6,1.3,1.4,,,,0.0
IUNG2,2024-08-25T09:00:00Z,32.8,31.4,32.13,44.1,35.7,39.4,,3.5,1.6,2.52,,,,0.0
IUNG2,2024-08-25T10:00:00Z,33.1,32.6,32.83,35.9,35.5,35.7,,3.5,1.6,2.83,,,,0.0
IUNG2,2024-08-25T11:00:00Z,33.3,33.1,33.13,36.7,35.2,35.9,,3.6,3.0,3.27,,,,0.0
IUNG2,2024-08-25T12:00:00Z,33.3,33.1,33.2,37.4,36.7,37.03,,3.1,2.0,2.68,,,,0.0
